64,11636540964379103,40597,8556,182,5175092,32842136,-2572,9494,1801,-1898,9798,629
10,11636541053985081,-8672,18605,69,207635,16387929,8728,-4600,1630,8577,-5052,944
4,11636541160333829,-5311,-31470,37,635012,15452664,923,-9791,1810,7380,-5723,3572
66,11636541224750015,20251,18645,-479,2511998,19817133,-9269,3002,2248,-9760,1443,1625
53,11636541250002449,8369,11786,36,1338854,4939614,-7918,3772,-4802,6400,-7351,-2235
8,11636541471279323,9676,9688,-122,1931905,23277801,-9746,2234,-110,5991,-7949,-953
88,11636541505247763,32076,-4408,95,109828,7940129,8499,-4624,2525,3100,-9342,1760
65,11636541557393933,19604,18422,77,651063,6064731,-9303,1441,-3370,8775,-4376,1959
73,11636541563351771,15717,2253,46,959020,4733161,9982,-534,-270,9294,-3569,935
10,11636541581982058,-8671,18605,68,292379,22143165,8359,-5482,238,8304,-5551,468
4,11636541648378223,-5311,-31470,39,684854,18727817,1368,-9600,2441,7236,-6010,3392
47,11636541696036682,43071,4407,150,5674662,9632823,-1319,9900,495,5792,7885,2067
98,11636541765427791,25873,-27195,457,139941,1322839,-6973,-2680,-6647,-3719,-9258,662
54,11636541811513553,7935,11573,548,3430953,14044537,-9195,3923,-217,9900,1028,-956
38,11636541935449530,10751,16146,-137,1585587,18280299,-8305,-2596,-4926,6017,-7438,-2908
8,11636541983275219,9675,9689,-122,1933611,22999875,-9770,2127,64,5559,-8284,-676
75,11636542042178634,26958,6582,429,5381449,8324873,-6035,7550,-2562,-108,3833,-9235
10,11636542109978978,-8672,18605,70,203171,13953185,8666,-3541,3515,8896,-4277,1596
4,11636542136422859,-5312,-31470,38,664231,14695043,498,-9684,2440,5803,-6961,4226
28,11636542397113467,19546,17804,-206,4845873,6194252,-8557,4612,2343,3688,3329,8678
8,11636542495271526,9674,9689,-120,1927269,22304417,-9769,2108,345,5678,-8227,-252
74,11636542543100722,15607,2649,-288,89618,1165346,731,6682,7403,2528,-3274,9104
4,11636542624467086,-5312,-31470,38,639150,11985935,66,-9766,2145,5139,-7133,4763
10,11636542637975950,-8672,18605,71,172993,10567275,7988,-3699,4742,8338,-5046,2236
58,11636542907408976,10053,9242,-230,679365,24754401,-4130,-8631,-2902,7226,-6867,-788
8,11636543007267369,9673,9690,-120,1949927,17080655,-9672,2506,390,7089,-7049,-209
62,11636543112308324,22974,31083,136,257239,2348124,-7638,-3540,5395,-7101,5338,4589
4,11636543112510973,-5312,-31471,37,626577,9965356,-456,-9798,1944,3525,-7627,5421
106,11636543113393804,18120,4246,311,3410508,6455377,1479,9825,-1126,6036,7351,-3084
10,11636543165973007,-8672,18605,71,142533,8227339,7393,-4835,4684,6891,-6814,2465
67,11636543391347869,13054,10774,646,2179991,17122184,-9757,2061,737,9900,-1390,224
8,11636543519263348,9672,9690,-119,1941803,15456257,-9503,3079,450,9662,-2573,-73
23,11636543533432439,22396,6478,305,2287890,20864596,-7306,6718,-1212,7302,-6788,-765
4,11636543600556195,-5313,-31471,38,616362,8818676,-773,-9767,1999,2297,-7602,6076
69,11636543646678679,11008,15930,560,3934250,16081274,-9976,610,318,-9923,1174,-392
10,11636543693969580,-8672,18606,70,110329,5829214,9162,-2165,3370,8767,-4097,2518
59,11636543712785057,19693,17270,713,1109980,8502934,-9240,-206,-3816,-8543,-5154,-665
44,11636543849170776,27398,6750,-439,1029732,6519501,-6883,7242,412,-3607,4662,8077
8,11636544031259255,9671,9691,-119,1942057,15920595,-9397,3353,669,9990,67,439
4,11636544088601057,-5313,-31471,37,611398,8148824,-720,-9856,1526,2825,-7547,5919
63,11636544124455172,40270,8875,49,2312936,19445473,-3600,8011,-4780,1342,-9815,-1359
71,11636544169216500,15264,17323,416,500647,22033272,-7445,702,-6638,-6832,-7230,-1014
19,11636544187602085,16127,-6506,779,2412892,6916412,-8479,5296,220,8035,5715,-1663
13,11636544203859357,25246,-27280,284,84575,1634330,7036,5025,-5022,7716,6351,-340
10,11636544221966500,-8672,18606,70,135815,7523380,9359,-1541,3165,9398,-2716,2071
61,11636544415985880,23522,30856,338,147529,1141315,4841,-7799,-3964,-5936,-3688,-7151
24,11636544431499489,22906,6568,-120,3804997,29494440,-7023,6850,1934,-7844,5939,1783
97,11636544531750379,25361,-27544,50,363587,3208831,3247,-8667,3785,4920,-8492,1913
8,11636544543254697,9670,9692,-119,2000153,12833290,-9329,3510,793,9537,2835,999
4,11636544576645534,-5313,-31472,37,677460,11330598,-527,-9903,1284,2378,-8776,4160
10,11636544749963209,-8672,18605,71,112518,5798427,5764,-5942,5608,2778,-9025,3290
40,11636544866101093,15413,17895,20,3251933,716458,5925,8049,286,1112,1376,-9842
16,11636544893449918,43266,4685,172,955875,17797137,-3637,7069,-6065,1396,-9872,763
105,11636545008374496,17915,3990,186,160342,1302517,6916,7212,383,1256,-4064,9049
8,11636545055250961,9669,9693,-120,1996489,11961045,-9357,3469,634,9741,2179,591
4,11636545064689939,-5313,-31472,38,664079,11854410,70,-9790,2036,4800,-7477,4587
14,11636545183302863,25677,-27091,-301,82025,544076,5103,2482,-8233,2356,8907,-3885
10,11636545277960307,-8671,18605,66,214834,10556016,6909,-4418,-5721,7332,-6641,-1457
68,11636545297563853,13603,11267,-253,689641,6573360,-8824,-3493,-3151,1419,-9894,-278
4,11636545552734406,-5313,-31472,39,664889,10979226,-257,-9768,2122,3516,-7916,4996
8,11636545567247202,9668,9693,-123,1964537,12883109,-9406,3387,220,9980,81,-623
52,11636545701089570,16257,-6263,-290,361431,2276932,-1180,6955,-7087,1373,6550,-7429
10,11636545805957361,-8671,18605,64,315331,16793471,7611,-3546,-5430,8750,-4623,-1430
64,11636545860351445,40590,8595,175,5400879,34452039,-2433,9570,1579,-1609,9860,423
4,11636546040779045,-5313,-31472,39,635735,15508949,1737,-9607,2164,8630,-3701,3436
53,11636546076979159,8364,11789,34,1339480,4120409,-8066,3717,-4595,5521,-8074,-2076
8,11636546079243157,9667,9694,-123,1962621,12625081,-9400,3405,207,9976,193,-661
66,11636546136704688,20235,18648,-457,2817438,22887093,-9126,2941,2838,-9622,1820,2022
10,11636546333954197,-8671,18605,65,288165,15502338,8264,-3266,-4585,9088,-4032,-1066
65,11636546461417415,19600,18430,84,718634,4079882,-9017,3296,-2796,9532,582,2964
47,11636546485024549,43068,4431,151,5584629,8841750,-1211,9912,530,7664,6006,2275
73,11636546518310417,15721,2254,49,953865,3984153,9991,-410,30,9349,-3181,1567
4,11636546528823819,-5313,-31473,38,681893,17322838,1943,-9655,1730,8352,-4682,2882
88,11636546556193971,32074,-4407,99,118871,6481865,2152,-1780,9601,1569,-9396,3040
8,11636546591239002,9666,9694,-124,1932911,13757071,-9558,2938,3,8562,-5043,-1118
54,11636546643484959,7920,11580,547,3381560,13937034,-9144,4039,-224,9881,1218,-937
38,11636546666412952,10742,16147,-136,1602131,16155489,-8453,-2354,-4794,5799,-7511,-3153
10,11636546861950984,-8671,18605,65,288751,15048054,8301,-3347,-4458,9051,-4120,-1045
98,11636546880401751,25873,-27195,457,139941,1322839,-6973,-2680,-6647,-3719,-9258,662
75,11636547010199555,26941,6600,418,5397640,8437537,-6123,7423,-2719,-1779,2594,-9492
4,11636547016869071,-5313,-31473,39,684609,16420662,1789,-9627,2029,8058,-4971,3215
28,11636547064088013,19527,17812,-203,4816029,6144639,-8571,4512,2482,3892,1707,9051
8,11636547103234985,9665,9694,-126,1926637,16953396,-9690,2454,-263,5803,-8012,-1453
10,11636547389947895,-8670,18605,64,354260,18475812,8072,-3455,-4785,9006,-4163,-1246
4,11636547504912614,-5313,-31473,39,702511,17573482,2023,-9522,2288,8065,-4973,3195
74,11636547505044754,15607,2649,-288,62806,1247451,-550,5256,8489,734,-6770,7322
8,11636547615231178,9665,9694,-125,1923933,15169115,-9668,2553,53,6476,-7570,-856
58,11636547766365362,10052,9240,-232,657556,23782405,-2877,-8886,-3570,7582,-6457,-895
10,11636547917945099,-8671,18605,64,232449,7547337,6485,-3686,-6659,6647,-6971,-2683
4,11636547992957379,-5313,-31474,38,719000,16888916,1834,-9674,1742,7656,-5706,2970
62,11636547997273363,22973,31083,137,264293,2348124,-7742,-3214,5451,-7101,5338,4589
8,11636548127227134,9664,9695,-122,1984574,8359321,-9450,3178,769,9827,-839,1649
23,11636548168396663,22390,6486,305,2154068,21706858,-7221,6814,-1186,7455,-6633,-643
106,11636548281370318,18125,4263,298,3809104,13226410,1630,9817,-977,3899,9102,-1394
67,11636548308336402,13054,10774,646,2179991,17122184,-9757,2061,737,9900,-1390,224
10,11636548445941508,-8672,18606,65,125222,3678147,3754,-1312,-9174,-9251,-1506,-3484
4,11636548481001853,-5314,-31474,38,698133,11704478,573,-9858,1576,5008,-7665,4019
69,11636548574655367,10991,15940,560,3898468,13791336,-9928,1176,218,-9186,3891,-685
59,11636548576754187,19688,17270,710,1110787,7668338,-9341,26,-3568,-8868,-4599,-440
44,11636548617141036,27398,6750,-439,1029732,6519501,-6883,7242,412,-3607,4662,8077
8,11636548639223036,9663,9696,-120,2042769,8712811,-9299,3508,1102,7004,6406,3146
13,11636548774819252,25247,-27279,284,108224,1946061,7704,5024,-3924,8138,5806,-249
19,11636548795578405,16118,-6500,778,2401103,6826115,-8421,5387,222,8062,5688,-1622
4,11636548969045629,-5314,-31474,38,686172,10685411,470,-9848,1671,4828,-7556,4426
10,11636548973937948,-8672,18606,65,129544,3067040,4073,-723,-9103,-9028,-53,-4300
63,11636549015426098,40269,8882,41,2150048,20949710,-3314,7785,-5329,1981,-9713,-1314
24,11636549071476337,22893,6579,-119,3879031,28210582,-7115,6772,1874,-7979,5762,1767
71,11636549113194090,15266,17323,438,367696,22002928,-8693,-4213,-2581,-5762,-8163,-390
8,11636549151218878,9662,9697,-122,2003199,7386329,-9401,3298,859,9573,1607,2399
61,11636549295943167,23524,30854,344,245623,1899943,5109,-8588,347,1062,-9736,-2019
4,11636549457091073,-5314,-31473,40,633042,11824630,1491,-9546,2575,8182,-3507,4554
16,11636549485421468,43270,4686,169,794428,19771646,-3527,6278,-6938,1749,-9817,742
10,11636549501935448,-8671,18605,65,196673,5493449,5700,-4144,-7094,3624,-8782,-3118
40,11636549610120515,15421,17909,13,3205866,1652355,5944,8041,-33,-3666,-4780,-7981
97,11636549640734885,25358,-27528,35,8730,481059,-7605,-6487,-259,-3186,9411,-1125
8,11636549663214880,9661,9697,-128,1940703,11319879,-9571,2894,-16,7921,-5973,-1250
14,11636549759261386,25677,-27091,-302,85505,422631,4558,1616,-8752,1609,7834,-6002
4,11636549945135571,-5314,-31474,40,655772,13640515,1906,-9526,2368,8472,-3687,3823
10,11636550029932323,-8671,18605,66,249205,11194683,7409,-5310,-4111,7033,-7051,-896
105,11636550168401325,17916,3991,186,159327,1302517,7013,7086,768,1256,-4064,9049
8,11636550175211379,9660,9697,-129,1966016,10627380,-9606,2765,-251,6048,-7688,-2074
68,11636550220532151,13598,11272,-259,763369,5640679,-9195,-2417,-3099,-1884,-9815,-335
4,11636550433180049,-5315,-31475,39,669638,9290502,604,-9872,1469,5446,-7025,4580
52,11636550522060839,16257,-6265,-286,258368,1541366,-692,6470,-7593,4614,2818,-8411
10,11636550557929238,-8671,18605,66,183336,5507809,8036,-3296,-4954,8520,-5045,-1394
8,11636550687206980,9659,9698,-126,2003436,5333329,-9474,3170,422,9872,-1478,595
64,11636550756323854,40581,8627,175,5554863,33887499,-2503,9525,1733,-1879,9800,639
53,11636550903954226,8356,11794,31,1506218,2263769,-8128,3861,-4361,-6879,-5278,-4981
4,11636550921224664,-5315,-31476,37,690895,9040531,525,-9978,382,5123,-7893,3383
66,11636551048659909,20220,18650,-442,2991492,23679601,-9093,2656,3203,-9604,1552,2310
10,11636551085926135,-8672,18606,66,95014,4863611,3507,-1249,-9281,-9859,704,-1514
8,11636551199203057,9659,9699,-123,1985833,9877866,-9303,3494,1110,8577,4280,2845
47,11636551274012241,43062,4454,148,5482229,6062642,-1355,9895,494,8215,4895,2921
65,11636551365441283,19597,18433,83,658868,5030184,-8799,3244,-3469,9798,-375,1963
38,11636551397376746,10736,16146,-137,1579417,15808024,-8369,-2689,-4765,5804,-7542,-3068
4,11636551409269107,-5315,-31476,36,669653,8490806,864,-9962,-43,7276,-6187,2960
73,11636551473268655,15725,2255,49,917519,2667724,9989,-430,153,8706,-4197,2565
54,11636551475456428,7905,11587,544,3326321,14291671,-9064,4212,-283,9823,1597,-968
88,11636551607140520,32074,-4406,99,123437,6152214,3145,-2628,9121,1867,-9329,3076
10,11636551613923270,-8672,18605,66,118042,4558818,3568,-3967,-8457,-8668,-4510,-2122
8,11636551711199218,9658,9700,-124,2026826,7603645,-9311,3486,1071,6896,6252,3652
28,11636551731063957,19508,17822,-198,4806647,6171083,-8556,4502,2551,4022,1381,9050
4,11636551897313851,-5315,-31476,38,673099,8993508,889,-9940,631,6778,-6420,3581
75,11636551978220017,26923,6628,427,5526440,8807089,-6189,7494,-2350,-4956,4306,-7542
98,11636551995375343,25873,-27195,457,139941,1322839,-6973,-2680,-6647,-3719,-9258,662
10,11636552141919852,-8671,18605,65,182303,5922445,3440,-5084,-7893,-3940,-8682,-3013
8,11636552223194875,9657,9700,-126,1989637,7465231,-9364,3398,869,9174,2962,2655
4,11636552385358366,-5315,-31475,40,641393,6549463,242,-9887,1478,4220,-6691,6116
74,11636552466989396,15606,2646,-277,217181,2586596,766,-1319,9882,2255,-5805,7823
58,11636552625320857,10050,9236,-232,722005,22874387,-2223,-9140,-3393,7347,-6719,-925
10,11636552669916864,-8672,18605,66,110825,9088283,-2079,-1755,-9622,-9927,-104,-1200
8,11636552735190904,9656,9701,-127,1979425,7826435,-9361,3395,914,9312,2394,2746
23,11636552803359642,22383,6496,294,2111868,20903162,-7025,6908,-1710,7597,-6429,-969
4,11636552873403076,-5316,-31475,40,609732,5071883,149,-9893,1447,4555,-4775,7513
62,11636552882238402,22972,31082,138,271648,2348124,-7833,-2902,5497,-7101,5338,4589
10,11636553197913683,-8672,18606,67,118635,14692199,-8104,1809,-5572,-9840,1765,-229
67,11636553225324828,13054,10774,646,2179991,17122184,-9757,2061,737,9900,-1390,224
8,11636553247186730,9655,9702,-125,2011636,10092351,-9218,3647,1307,6704,6460,3649
13,11636553345780268,25246,-27280,285,66550,1076734,7113,4390,-5487,7817,6233,-165
4,11636553361447136,-5316,-31476,39,626809,4977124,199,-9974,684,5012,-6130,6106
44,11636553385112123,27398,6750,-439,1029732,6519501,-6883,7242,412,-3607,4662,8077
19,11636553403554612,16108,-6489,774,2503281,9333290,-7986,6015,189,6235,7709,-1296
59,11636553440723722,19681,17272,715,1194448,9005634,-9664,577,-2501,-9779,-2052,373
106,11636553449347943,18126,4277,289,3847976,12624823,1553,9829,-989,3515,9251,-1435
69,11636553502633138,10972,15936,555,3968604,13705122,-9969,783,24,-9739,2061,-947
24,11636553711453550,22878,6591,-118,4058572,29762685,-7280,6619,1782,-8281,5369,1607
10,11636553725910779,-8673,18606,67,118587,14750403,-8910,1472,-4292,-9884,1512,-31
8,11636553759182627,9654,9703,-125,2029989,9803781,-9197,3659,1421,5598,7114,4246
4,11636553849491962,-5316,-31477,39,704273,7889318,-20,-9994,330,1571,-9241,3483
63,11636553906395773,40262,8890,35,2042414,22256510,-3624,7289,-5807,1466,-9802,-1329
71,11636554057171218,15266,17326,434,392322,20815951,-8798,-3988,-2585,-5841,-8105,-411
16,11636554077392718,43270,4692,162,749959,17919208,-3954,6603,-6383,1493,-9822,1132
61,11636554175899369,23522,30856,341,189513,1546383,3729,-8760,-3055,-4724,-7136,-5171
10,11636554253907644,-8672,18606,67,77079,9852912,-6694,3624,-6484,-9509,3094,-1
8,11636554271178950,9654,9703,-126,1999801,8536347,-9253,3527,1391,7514,4706,4624
14,11636554335220742,25678,-27091,-301,61644,471096,4445,2902,-8474,-4921,8471,-2003
4,11636554337536051,-5316,-31477,40,699893,8018707,92,-9966,811,2222,-8878,4028
40,11636554354140255,15426,17922,20,3116487,3114982,5743,8185,92,-8307,-4192,-3661
97,11636554749718634,25357,-27534,49,155032,1231303,4501,-7345,5078,8801,-4036,2497
10,11636554781904537,-8672,18606,67,50891,6288093,-2992,2738,-9140,-9428,3330,66
8,11636554783174831,9653,9703,-127,1982178,7743926,-9308,3489,1087,8744,3269,3584
4,11636554825581163,-5316,-31476,42,673879,8034825,655,-9879,1402,5701,-6745,4688
68,11636555143500474,13592,11268,-247,891303,6782790,-9651,-2306,-1238,-6489,-7562,831
8,11636555295171174,9652,9704,-128,1976976,7993144,-9301,3571,857,8902,3883,2380
10,11636555309901636,-8672,18606,68,36885,4532971,1637,4973,-8519,-8425,5346,660
4,11636555313626475,-5316,-31476,43,681556,8375598,557,-9757,2117,4692,-6962,5431
105,11636555328428275,17916,3992,188,134640,1750867,8130,5291,2429,494,-6970,7153
52,11636555343033129,16257,-6263,-293,310650,1737569,-709,5452,-8352,2797,1238,-9520
64,11636555652296723,40571,8664,159,5724094,34132128,-2535,9558,1482,-1898,9809,401
53,11636555730930915,8346,11801,36,1683747,6486111,-8375,4379,-3266,-9328,3576,-434
4,11636555801670505,-5316,-31477,43,705905,8925777,293,-9753,2189,2762,-8030,5280
8,11636555807166533,9651,9704,-128,1992997,4822015,-9386,3314,953,8807,-361,4721
10,11636555837898245,-8673,18607,71,207765,17944339,-6332,6628,3995,-8059,5766,1334
66,11636555960613993,20205,18651,-439,3124860,24562996,-9238,2357,3015,-9727,997,2091
47,11636556063000147,43058,4478,149,5432632,5729842,-1326,9897,523,8940,3210,3123
38,11636556128339563,10729,16144,-145,1608039,15096242,-8131,-2695,-5158,5682,-7477,-3432
65,11636556269465375,19597,18434,92,492022,7457041,-9192,2673,-2889,9508,-2411,1942
4,11636556289714563,-5317,-31479,36,763669,8628206,-501,-9936,-1010,-2149,-9698,1144
54,11636556307426924,7892,11594,550,3270045,14706333,-8970,4414,-177,9786,1918,-739
8,11636556319162577,9650,9705,-127,2037979,3289742,-9393,3221,1178,1864,-1054,9768
10,11636556365895126,-8673,18606,70,217791,20056959,-8431,4957,2078,-9188,3857,830
28,11636556398038772,19488,17817,-166,4859030,7704677,-8537,4048,3274,1510,-1142,9819
73,11636556428227551,15729,2256,48,854927,838978,9998,-119,105,5343,-4248,7307
88,11636556658086735,32071,-4404,107,258654,4252788,-1467,2809,9484,-850,-7501,6558
4,11636556777759188,-5317,-31480,33,725673,3883930,10,-9685,-2488,3661,-9101,-1937
8,11636556831158986,9649,9705,-124,2012258,5926875,-9307,3250,1673,5532,233,8327
10,11636556893892026,-8673,18606,72,229071,18609314,-8037,3427,4863,-9419,2980,1545
75,11636556946240815,26902,6654,443,5570029,10014322,-6477,7383,-1876,-8593,2127,-4649
98,11636557110349151,25873,-27195,457,139941,1322839,-6973,-2680,-6647,-3719,-9258,662
4,11636557265803854,-5317,-31479,35,648437,2369074,147,-9874,-1575,9221,-3391,1862
8,11636557343154903,9649,9706,-123,2021702,6263915,-9271,3270,1831,4606,1204,8793
10,11636557421888892,-8673,18606,72,232641,18253311,-8119,3455,4704,-9413,3005,1533
74,11636557428934290,15606,2647,-277,229534,2313838,895,39,9959,2384,-3747,8959
23,11636557438323741,22377,6499,292,1956183,22092011,-7067,6859,-1730,7526,-6533,-814
58,11636557484276302,10047,9234,-229,698725,20464741,-2115,-9115,-3526,7503,-6536,-986
4,11636557753848479,-5317,-31479,37,656704,2432552,-421,-9941,-998,-2728,-8634,4242
62,11636557767203835,22971,31081,138,277215,2121457,-7681,-3217,5535,-7201,4761,5047
8,11636557855151004,9648,9707,-122,2081995,5990802,-9292,3222,1808,-3019,2002,9320
13,11636557916740903,25246,-27280,287,29802,600924,9384,3157,-1402,8536,4074,3243
10,11636557949885522,-8673,18607,72,266571,19808869,-7630,4979,4120,-8828,4478,1413
19,11636558011531108,16099,-6488,763,2470259,7860270,-8066,5907,159,6551,7411,-1465
67,11636558142313137,13054,10774,646,2179991,17122184,-9757,2061,737,9900,-1390,224
44,11636558153083576,27398,6750,-439,1029732,6519501,-6883,7242,412,-3607,4662,8077
4,11636558241892741,-5318,-31479,37,630883,5630729,-1525,-9833,-988,-9793,-855,1833
59,11636558304693217,19676,17273,723,1173766,8330668,-9909,778,-1093,-9706,-1606,1787
24,11636558351431124,22865,6603,-116,4132634,28415582,-7345,6558,1738,-8357,5251,1603
8,11636558367146936,9647,9707,-121,2119013,7866628,-9232,3335,1906,-4365,4703,7669
69,11636558430610354,10955,15938,561,3935813,11325233,-9977,667,63,-9819,1583,-1030
10,11636558477882612,-8673,18607,74,288822,17320202,-5980,4937,6313,-8033,5461,2375
106,11636558617324784,18129,4289,279,3887941,12265940,1697,9796,-1068,4116,8961,-1657
16,11636558669363078,43268,4694,164,670530,17603926,-5563,6194,-5538,451,-9860,1599
4,11636558729937273,-5319,-31478,38,593651,6919244,-1957,-9780,-719,-9577,2199,1854
63,11636558797366022,40263,8908,20,2158557,19144757,-2853,7488,-5981,2566,-9510,-1722
8,11636558879142760,9647,9708,-120,2102671,7837403,-9183,3421,1987,-1865,5809,7922
14,11636558911178777,25677,-27091,-300,48396,1074340,-1693,3466,-9225,-9285,3693,-376
71,11636559001148717,15264,17325,433,480917,20765109,-8161,-5145,-2629,-5735,-8178,-473
10,11636559005879731,-8673,18606,73,248679,13248147,-5453,4559,7033,-7820,5467,2990
61,11636559055856025,23523,30854,343,204643,1902755,2785,-9384,-2043,-5366,-7673,-3509
40,11636559098159259,15433,17934,28,3078389,3297464,5737,8186,246,-8256,-4970,-2668
4,11636559217981740,-5319,-31479,39,607070,3749326,-1241,-9912,-455,-9143,610,4002
8,11636559391138737,9646,9709,-121,2049756,5141955,-9280,3291,1740,1575,1766,9715
10,11636559533876431,-8673,18607,72,201712,11815215,-6273,5384,5625,-7954,5579,2364
4,11636559706026398,-5319,-31479,41,579191,2515760,-727,-9972,138,-2998,5185,8007
97,11636559858702860,25357,-27531,48,82789,527378,2581,-4286,8658,6794,5379,4988
8,11636559903134955,9645,9709,-121,2045615,4815414,-9379,3104,1548,-1030,-4785,8720
10,11636560061873504,-8673,18607,72,191258,9830771,-5443,5392,6425,-7273,6173,2998
68,11636560066469369,13586,11269,-245,947644,6936826,-9753,-1915,-1094,-7573,-6470,882
52,11636560164004525,16256,-6258,-295,356530,1965288,-1590,6842,-7116,-842,6273,-7742
4,11636560194070925,-5319,-31479,41,572911,3547090,-4,-9998,-158,6953,5372,4772
8,11636560415131108,9645,9710,-123,2028045,7345126,-9503,2855,1235,-1530,-9035,4001
105,11636560488454801,17916,3993,196,168613,1572641,6677,5897,4542,1645,-3722,9134
64,11636560548268292,40562,8692,152,5850207,33164691,-2650,9531,1456,-2198,9746,417
53,11636560557907563,8338,11808,32,1816547,9128836,-8376,4601,-2941,-8919,4518,-154
10,11636560589870281,-8673,18606,72,163852,7779493,-6015,3947,6945,-8394,4137,3521
4,11636560682115480,-5319,-31479,42,566545,4539568,261,-9992,294,7781,4329,4550
47,11636560851988314,43054,4503,151,5442748,5589709,-1296,9900,545,8818,3441,3223
38,11636560859303663,10724,16143,-151,1599737,14896869,-7899,-2896,-5403,5832,-7321,-3517
66,11636560872569687,20189,18654,-432,3272030,25129215,-9271,2255,2991,-9741,916,2064
100,11636560891180390,22132,30876,4111,373019,1861788,8903,3054,3374,-1938,9804,346
